ano_compra;nome_instituicao;cnpj_instituicao;municipio_instituicao;uf;compra;insercao;codigo_br;descricao_catmat;unidade_fornecimento;generico;anvisa;modalidade_compra;tipo_compra;capacidade;unidade_medida;unidade_fornecimento_capacidade;cnpj_fornecedor;fornecedor;cnpj_fabricante;fabricante;qtd_itens_comprados;preco_unitario;preco_total;arquivo;pk;dt_criacao_registro
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;315056;ÁGUA DESTILADA, ASPECTO FÍSICO:BIDESTILADA, ESTÉRIL, APIROGÊNICA;FRASCO;N;1,11E+12;Pregão;ADMINISTRATIVA;10;ML;FRASCO 10.00 ML;6290000000000;RS - PRODUTOS HOSPITALARES LTDA;6630000000000;FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA;3000;0.2;600;Extracao_Novo_BPS_2025.xlsx;22;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;268370;ACICLOVIR, DOSAGEM:200 MG;COMPRIMIDO;N;1,44E+12;Pregão;ADMINISTRATIVA;;;COMPRIMIDO;2810000000000;CIMED INDUSTRIA S.A.;2810000000000;CIMED INDUSTRIA S.A.;195000;0.14;27300;Extracao_Novo_BPS_2025.xlsx;23;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;273395;ISOSSORBIDA, PRINCÍPIO ATIVO:SAL DINITRATO, DOSAGEM:5 MG, TIPO MEDICAMENTO:SUBLINGUAL;COMPRIMIDO;N;1,36E+12;Pregão;ADMINISTRATIVA;;;COMPRIMIDO;6290000000000;RS - PRODUTOS HOSPITALARES LTDA;923000000000;EMS SIGMA PHARMA LTDA;30000;0.24;7200;Extracao_Novo_BPS_2025.xlsx;24;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;268125;LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG;COMPRIMIDO;N;1,06E+12;Pregão;ADMINISTRATIVA;;;COMPRIMIDO;4070000000000;LICIMED DISTRIBUIDORA DE MEDICAMENTOS, CORRELATOS E PRODUTOS MEDICOS E HOSPITALARES LTDA;60700000000000;ACHE LABORATORIOS FARMACEUTICOS SA;360000;0.094;33840;Extracao_Novo_BPS_2025.xlsx;25;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;442703;CEFTRIAXONA SÓDICA, CONCENTRAÇÃO:500 MG, FORMA FARMACEUTICA:PÓ P/ SOLUÇÃO INJETÁVEL;FRASCO-AMPOLA;N;1,00E+12;Pregão;ADMINISTRATIVA;;;FRASCO-AMPOLA;42200000000000;MED4 IMPORTADORA E DISTRIBUIDORA LTDA;61200000000000;EUROFARMA LABORATORIOS S.A.;2000;10;20000;Extracao_Novo_BPS_2025.xlsx;26;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;267507;ALBENDAZOL, DOSAGEM:40 MG/ML, USO:SUSPENSÃO ORAL;FRASCO;S;1,26E+12;Pregão;ADMINISTRATIVA;10;ML;FRASCO 10.00 ML;73900000000000;PRATI, DONADUZZI & CIA LTDA;73900000000000;PRATI, DONADUZZI & CIA LTDA;2000;1;2000;Extracao_Novo_BPS_2025.xlsx;27;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;267567;CARVEDILOL, DOSAGEM:25 MG;COMPRIMIDO;S;1,44E+12;Pregão;ADMINISTRATIVA;;;COMPRIMIDO;2810000000000;CIMED INDUSTRIA S.A.;2810000000000;CIMED INDUSTRIA S.A.;190000;0.11;20900;Extracao_Novo_BPS_2025.xlsx;28;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;272333;DIMENIDRINATO, APRESENTAÇÃO:ASSOCIADO COM PIRIDOXINA CLORIDRATO, DOSAGEM:50MG + 10MG;COMPRIMIDO;N;1,78E+12;Pregão;ADMINISTRATIVA;;;COMPRIMIDO;7750000000000;MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A;61100000000000;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;220000;0.61;134200;Extracao_Novo_BPS_2025.xlsx;29;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;267425;VERAPAMIL CLORIDRATO, DOSAGEM:80 MG;COMPRIMIDO;S;1,06E+12;Pregão;ADMINISTRATIVA;;;COMPRIMIDO;37900000000000;LEMED COMERCIO DE MATERIAL E MEDICAMENTOS HOSPITALARES EIRELI;46000000000000;GERMED FARMACEUTICA LTDA;100000;0.25;25000;Extracao_Novo_BPS_2025.xlsx;30;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;269462;ALENDRONATO DE SÓDIO, DOSAGEM:70 MG;COMPRIMIDO;S;1,06E+12;Pregão;ADMINISTRATIVA;;;COMPRIMIDO;25300000000000;BROILO DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA;46000000000000;GERMED FARMACEUTICA LTDA;35000;0.169;5915;Extracao_Novo_BPS_2025.xlsx;31;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;268149;RISPERIDONA, DOSAGEM:2 MG;COMPRIMIDO;N;1,03E+12;Pregão;ADMINISTRATIVA;;;COMPRIMIDO;73900000000000;PRATI, DONADUZZI & CIA LTDA;44700000000000;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;330000;0.085;28050;Extracao_Novo_BPS_2025.xlsx;32;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;372335;METRONIDAZOL, CONCENTRAÇAO:100 MG/G, FORMA FARMACEUTICA:GEL VAGINAL, CARACTERÍSTICA ADICIONAL:COM APLICADOR;BISNAGA;S;1,26E+12;Pregão;ADMINISTRATIVA;50;G;BISNAGA 50.00 G;73900000000000;PRATI, DONADUZZI & CIA LTDA;73900000000000;PRATI, DONADUZZI & CIA LTDA;1300;4.2;5460;Extracao_Novo_BPS_2025.xlsx;33;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;323590;SULFATO FERROSO, DOSAGEM FERRO:125MG/ML DE FERRO II, FORMA FARMACÊUTICA:SOLUÇÃO ORAL-GOTAS;FRASCO;N;1,38E+12;Pregão;ADMINISTRATIVA;30;ML;FRASCO 30.00 ML;22900000000000;TOP NORTE COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA;2460000000000;NATULAB LABORATORIO S.A;2400;0.875;2100;Extracao_Novo_BPS_2025.xlsx;34;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;271089;AMOXICILINA, CONCENTRAÇÃO:500MG;CÁPSULA;S;1,56E+12;Pregão;ADMINISTRATIVA;;;CÁPSULA;3650000000000;CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA;5400000000000;UNICHEM FARMACEUTICA DO BRASIL LTDA.;455000;0.17;77350;Extracao_Novo_BPS_2025.xlsx;35;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;292195;HALOPERIDOL, CONCENTRAÇÃO:2 MG/ML, TIPO USO:SOLUÇÃO ORAL-GOTAS;FRASCO;N;1,03E+12;Pregão;ADMINISTRATIVA;20;ML;FRASCO 20.00 ML;44700000000000;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;44700000000000;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;1200;3;3600;Extracao_Novo_BPS_2025.xlsx;36;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;266788;NISTATINA, DOSAGEM:25.000 UI/G, APRESENTAÇÃO:CREME VAGINAL;BISNAGA;S;1,26E+12;Pregão;ADMINISTRATIVA;60;G;BISNAGA 60.00 G;73900000000000;PRATI, DONADUZZI & CIA LTDA;73900000000000;PRATI, DONADUZZI & CIA LTDA;3300;4.95;16335;Extracao_Novo_BPS_2025.xlsx;37;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;300725;FENOBARBITAL SÓDICO, DOSAGEM:100 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;AMPOLA;N;1,03E+12;Pregão;ADMINISTRATIVA;2;ML;AMPOLA 2.00 ML;44700000000000;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;44700000000000;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;200;2.42;484;Extracao_Novo_BPS_2025.xlsx;38;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;271111;AMOXICILINA, CONCENTRAÇÃO:50MG/ML, APRESENTAÇÃO:PÓ PARA SUSPENSÃO ORAL;FRASCO;S;1,44E+12;Pregão;ADMINISTRATIVA;150;ML;FRASCO 150.00 ML;2810000000000;CIMED INDUSTRIA S.A.;2810000000000;CIMED INDUSTRIA S.A.;11000;3.9;42900;Extracao_Novo_BPS_2025.xlsx;39;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;340207;CLORPROMAZINA, CONCENTRAÇÃO:40 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO ORAL - GOTAS;FRASCO;N;1,03E+12;Pregão;ADMINISTRATIVA;20;ML;FRASCO 20.00 ML;44700000000000;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;44700000000000;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;700;7;4900;Extracao_Novo_BPS_2025.xlsx;40;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;353333;AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM CLAVULANATO DE POTÁSSIO, CONCENTRAÇÃO:875MG + 125MG;COMPRIMIDO;S;1,24E+12;Pregão;ADMINISTRATIVA;;;COMPRIMIDO;2520000000000;DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA.;73700000000000;RANBAXY FARMACEUTICA LTDA;420000;1.42;596400;Extracao_Novo_BPS_2025.xlsx;41;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;459822;ALBENDAZOL, CONCENTRAÇÃO:400 MG, FORMA FARMACEUTICA:COMPRIMIDO MASTIGÁVEL;COMPRIMIDO;S;1,26E+12;Pregão;ADMINISTRATIVA;;;COMPRIMIDO;73900000000000;PRATI, DONADUZZI & CIA LTDA;73900000000000;PRATI, DONADUZZI & CIA LTDA;13200;0.35;4620;Extracao_Novo_BPS_2025.xlsx;42;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;267140;AZITROMICINA, DOSAGEM:500 MG;COMPRIMIDO;S;1,26E+12;Pregão;ADMINISTRATIVA;;;COMPRIMIDO;73900000000000;PRATI, DONADUZZI & CIA LTDA;73900000000000;PRATI, DONADUZZI & CIA LTDA;85000;0.72;61200;Extracao_Novo_BPS_2025.xlsx;43;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;271036;DOXICICLINA, DOSAGEM:100 MG;COMPRIMIDO;S;1,00E+12;Pregão;ADMINISTRATIVA;;;COMPRIMIDO;5780000000000;CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.;61300000000000;SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.;54000;0.262;14148;Extracao_Novo_BPS_2025.xlsx;44;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;268504;ONDANSETRONA CLORIDRATO, DOSAGEM:2 MG/ML, INDICAÇÃO:INJETÁVEL;AMPOLA;N;1,03E+12;Pregão;ADMINISTRATIVA;2;ML;AMPOLA 2.00 ML;44700000000000;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;44700000000000;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;2000;1.03;2060;Extracao_Novo_BPS_2025.xlsx;45;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;300733;DEXAMETASONA, CONCENTRAÇÃO:2 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;AMPOLA;S;1,11E+12;Pregão;ADMINISTRATIVA;1;ML;AMPOLA 1.00 ML;6290000000000;RS - PRODUTOS HOSPITALARES LTDA;6630000000000;FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA;1000;0.68;680;Extracao_Novo_BPS_2025.xlsx;46;2025/07/29 13:20:05.738
2025;MUNICIPIO DE PASSO FUNDO;87600000000000;PASSO FUNDO;RS;2025/01/03 00:00:00.000;2025/03/18 00:00:00.000;267717;METRONIDAZOL, DOSAGEM:250 MG;COMPRIMIDO;S;1,26E+12;Pregão;ADMINISTRATIVA;;;COMPRIMIDO;73900000000000;PRATI, DONADUZZI & CIA LTDA;73900000000000;PRATI, DONADUZZI & CIA LTDA;164000;0.15;24600;Extracao_Novo_BPS_2025.xlsx;47;2025/07/29 13:20:05.738
